what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1409845296517
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1409845296793
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1409845297665
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409845298783
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409845409561
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1409845412590
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1409845412949
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409845413723
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409845437093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409845437890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409845569417
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409845572507
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409845578776
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1409845581747
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1409845582651
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1409845588000
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1409845588662
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1409845589582
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409845591111
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1409845597544
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1409845604687
