what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1410525058736
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1410525059863
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1410525060485
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Terminate",1410525061264
closed,editor,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor",1410525061353
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1410525061407
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410525065398
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410525253223
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410525253949
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410525269278
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1410525269287
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410525271641
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410525281803
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1410525281820
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1410525282913
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1410525283809
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1410525286587
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1410525289369
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1410525301138
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410525315812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410525327809
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineEnd",1410525333373
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1410525333656
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410525335436
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410525349146
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1410525355601
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410525356962
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410525362381
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1410525362396
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410525368168
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1410525394881
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1410525394960
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1410525395648
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1410525397939
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1410525422118
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.lineStart",1410525423442
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1410525424060
